Title,Title_Romaji,Title_English,Title_Japanese,Season,SeasonYear,Genre1,Genre2,Genre3,Demographic,Studio,Title_Clean,Circulation_Num,Circulation_PreAnime
Rokujouma no Shinryakusha!?,Rokujouma no Shinryakusha!?,Invaders of the Rokujoma!?,???????!?,SUMMER,2014,Comedy,Romance,Supernatural,,SILVER LINK.,Rokujouma no Shinryakusha!?,,
Romeo x Juliet,Romeo x Juliet, Romeo x Juliet,??? × ??????,SPRING,2007,Drama,Fantasy,Romance,,GONZO,Romeo x Juliet,,
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"Saving 80,000 Gold in Another World for My Retirement",??????????8??????????,WINTER,2023,Comedy,Fantasy,Slice of Life,,Felix Film,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,,
Rozen Maiden,Rozen Maiden,Rozen Maiden,????????,FALL,2004,Action,Comedy,Drama,Seinen,Nomad,Rozen Maiden,,
RPG Fudousan,RPG Fudousan,RPG Real Estate,RPG???,SPRING,2022,Comedy,Fantasy,Slice of Life,Seinen,Doga Kobo,RPG Fudousan,,
Runway de Waratte,Runway de Waratte,Smile Down the Runway,?????????,WINTER,2020,Drama,Slice of Life,,Shounen,Ezo’la,Runway de Waratte,,
Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,?????? -???????-,WINTER,1996,Action,Adventure,Comedy,Shounen,Studio Gallop,Rurouni Kenshin: Meiji Kenkaku Romantan,,
Ryuugajou Nanana no Maizoukin,Ryuugajou Nanana no Maizoukin,Nanana's Buried Treasure,??????????,SPRING,2014,Comedy,Mystery,Supernatural,,A-1 Pictures,Ryuugajou Nanana no Maizoukin,,
Ryuuou no Oshigoto!,Ryuuou no Oshigoto!,The Ryuo's Work is Never Done!,??????????!,WINTER,2018,Comedy,Slice of Life,,,project No.9,Ryuuou no Oshigoto!,,
s.CRY.ed,Scryed,s-CRY-ed,?????,SUMMER,2001,Action,Adventure,Sci-Fi,Shounen,Sunrise,s.CRY.ed,,
Sabage-bu!,Sabagebu!,Sabagebu! - Survival Game Club!,?????!,SUMMER,2014,Action,Comedy,Sports,Shoujo,Studio Signpost,Sabage-bu!,,
Saber Marionette J,Saber Marionette J,Saber Marionette J,??????????J,FALL,1996,Action,Adventure,Comedy,,Studio Junio,Saber Marionette J,,
Sabikui Bisco,Sabikui Bisco,Sabikui Bisco,??????,WINTER,2022,Action,Adventure,Fantasy,,OZ,Sabikui Bisco,,
Sabu to Ichi Torimono Hikae,Sabu to Ichi Torimono Hikae,Sabu & Ichi's Arrest Warrant,???????,FALL,1968,Action,Adventure,Drama,Seinen,Toei Animation,Sabu to Ichi Torimono Hikae,,
Saenai Heroine no Sodatekata,Saenai Heroine no Sodatekata,Saekano: How to Raise a Boring Girlfriend,???????????,WINTER,2015,Comedy,Romance,Slice of Life,,A-1 Pictures,Saenai Heroine no Sodatekata,,
Saihate no Paladin,Saihate no Paladin,The Faraway Paladin,?????????,FALL,2021,Action,Adventure,Fantasy,,Children's Playground Entertainment,Saihate no Paladin,,
Saikin Yatotta Maid ga Ayashii,Saikin Yatotta Maid ga Ayashii,The Maid I Hired Recently is Mysterious,????????????,SUMMER,2022,Comedy,Romance,Slice of Life,Shounen,BLADE,Saikin Yatotta Maid ga Ayashii,,
Saint Seiya,Saint Seiya,Saint Seiya: Knights of the Zodiac,?????,FALL,1986,Action,Adventure,Fantasy,Shounen,Toei Animation,Saint Seiya,5060,
Saishuu Heiki Kanojo,Saishuu Heiki Kanojo,"She, The Ultimate Weapon",??????,SUMMER,2002,Drama,Romance,Sci-Fi,Seinen,GONZO,Saishuu Heiki Kanojo,,
Saiunkoku Monogatari,Saiunkoku Monogatari,The Story of Saiunkoku,?????,SPRING,2006,Adventure,Comedy,Drama,Shoujo,MADHOUSE,Saiunkoku Monogatari,,
Sakamichi no Apollon,Sakamichi no Apollon,Kids on the Slope,???????,SPRING,2012,Drama,Music,Romance,Josei,Tezuka Productions,Sakamichi no Apollon,,
Sakamoto desu ga?,Sakamoto desu ga?,Haven't You Heard? I'm Sakamoto,??????,SPRING,2016,Comedy,Slice of Life,,Seinen,Studio DEEN,Sakamoto desu ga?,,
Saki,Saki,Saki,?-Saki-,SPRING,2009,Slice of Life,Sports,,Seinen,GONZO,Saki,,
Sakigake!! Cromartie Koukou,Sakigake!! Cromartie Koukou,Cromartie High School,?!!???????,FALL,2003,Comedy,,,Shounen,Production I.G,Sakigake!! Cromartie Koukou,,
Sakigake!! Otokojuku,Sakigake!! Otokojuku, Sakigake!! Otokojuku (Charge!! Men's Private School),?!!??,WINTER,1988,Action,Comedy,,Shounen,Toei Animation,Sakigake!! Otokojuku,27127,
Sakura Quest,Sakura Quest,Sakura Quest,???????,SPRING,2017,Comedy,Slice of Life,,,P.A.WORKS,Sakura Quest,,
Sakura Taisen,Sakura Taisen,Sakura Wars,?????,SPRING,2000,Action,Adventure,Drama,,MADHOUSE,Sakura Taisen,,
Sakura Trick,Sakura Trick,Sakura Trick,?Trick,WINTER,2014,Comedy,Romance,Slice of Life,Seinen,Studio DEEN,Sakura Trick,,
Samurai 7,Samurai 7,Samurai 7,???????,SUMMER,2004,Action,Mecha,Sci-Fi,,GONZO,Samurai 7,,
Samurai Champloo,Samurai Champloo,Samurai Champloo,??????????,SPRING,2004,Action,Adventure,Comedy,,Manglobe,Samurai Champloo,,
Samurai Deeper Kyou,Samurai Deeper Kyou,Samurai Deeper Kyo,Samurai Deeper Kyo,SUMMER,2002,Action,Adventure,Comedy,Shounen,Studio DEEN,Samurai Deeper Kyou,,
Sankaku Mado no Sotogawa wa Yoru,Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,??????????,FALL,2021,Drama,Mystery,Supernatural,,Zero-G,Sankaku Mado no Sotogawa wa Yoru,,
Sansha Sanyou,Sansha Sanyou,"Three Leaves, Three Colors",????,SPRING,2016,Comedy,Slice of Life,,Seinen,Doga Kobo,Sansha Sanyou,,
Saraiya Goyou,Saraiya Goyou,House of Five Leaves,???? ??,SPRING,2010,Drama,Mystery,,Seinen,Manglobe,Saraiya Goyou,,
Sasaki to Miyano,Sasaki to Miyano,Sasaki and Miyano,??????,WINTER,2022,Comedy,Romance,Slice of Life,Shoujo,Studio DEEN,Sasaki to Miyano,,
Sasuga no Sarutobi,Sasuga no Sarutobi,Amazing Sarutobi,??????,FALL,1982,Action,Adventure,Comedy,,,Sasuga no Sarutobi,,
Satsuriku no Tenshi,Satsuriku no Tenshi,Angels of Death,?????,SUMMER,2018,Action,Adventure,Horror,,J.C.STAFF,Satsuriku no Tenshi,,
Sayonara Watashi no Cramer,Sayonara Watashi no Cramer,"Farewell, My Dear Cramer",??????????,SPRING,2021,Drama,Sports,,Shounen,LIDENFILMS,Sayonara Watashi no Cramer,,
Sayonara Zetsubou Sensei,Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",????????,SUMMER,2007,Comedy,,,Shounen,Shaft,Sayonara Zetsubou Sensei,,
Sazae-san,Sazae-san, Sazae-san,?????,FALL,1969,Comedy,Slice of Life,,Josei,Eiken,Sazae-san,8625,
School Days,School Days, School Days,School Days,WINTER,2005,Drama,Romance,,,Animation Planet,School Days,,
School Rumble,School Rumble,School Rumble,????????,FALL,2004,Comedy,Romance,Slice of Life,Shounen,Studio Comet,School Rumble,,
Schwarzesmarken,Schwarzesmarken,Schwarzes Marken,????????????,WINTER,2016,Action,Mecha,Psychological,Seinen,LIDENFILMS,Schwarzesmarken,,
Scrapped Princess,Scrapped Princess,Scrapped Princess,????????????,SPRING,2003,Adventure,Comedy,Drama,,bones,Scrapped Princess,,
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi","Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",The Great Cleric,???? ~?????????????????????~,SUMMER,2023,Adventure,Comedy,Fantasy,,Yokohama Animation Lab,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",,
Seijo no Maryoku wa Bannou desu,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,??????????,SPRING,2021,Fantasy,Romance,Slice of Life,Shoujo,diomedéa,Seijo no Maryoku wa Bannou desu,,
Seikai no Monshou,Seikai no Monshou,Crest of the Stars,?????,WINTER,1999,Action,Romance,Sci-Fi,,Sunrise,Seikai no Monshou,,
Seikai no Senki,Seikai no Senki,Banner of the Stars,?????,SPRING,2000,Action,Romance,Sci-Fi,,Sunrise,Seikai no Senki,,
Seiken no Blacksmith,Seiken no Blacksmith,The Sacred Blacksmith,??????(???????),FALL,2009,Action,Adventure,Fantasy,,Manglobe,Seiken no Blacksmith,,
Seikimatsu Occult Gakuin,Seikimatsu Occult Gakuin,Occult Academy,?????????,SUMMER,2010,Comedy,Mystery,Sci-Fi,,A-1 Pictures,Seikimatsu Occult Gakuin,,
Seirei Gensouki,Seirei Gensouki,Seirei Gensouki: Spirit Chronicles,?????,SUMMER,2021,Action,Drama,Fantasy,,TMS Entertainment,Seirei Gensouki,,
Seirei no Moribito,Seirei no Moribito,Moribito: Guardian of the Spirit,??????,SPRING,2007,Action,Adventure,Fantasy,,Production I.G,Seirei no Moribito,,
Seitokai no Ichizon,Seitokai no Ichizon,Student Council's Discretion,??????,FALL,2009,Comedy,,,,Studio DEEN,Seitokai no Ichizon,,
Seitokai Yakuindomo,Seitokai Yakuindomo,Seitokai Yakuindomo,??????,SUMMER,2010,Comedy,Slice of Life,,Shounen,GoHands,Seitokai Yakuindomo,,
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,???????????????????,FALL,2021,Action,Adventure,Drama,,SILVER LINK.,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",,
Sengoku Basara,Sengoku BASARA,Sengoku Basara: Samurai Kings,??BASARA,SPRING,2009,Action,Drama,Fantasy,,Production I.G,Sengoku Basara,,
Senki Zesshou Symphogear,Senki Zesshou Symphogear,Symphogear,??????????,WINTER,2012,Action,Drama,Mahou Shoujo,,Satelight,Senki Zesshou Symphogear,,
Senpai ga Uzai Kouhai no Hanashi,Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,??????????,FALL,2021,Comedy,Romance,Slice of Life,Josei,Doga Kobo,Senpai ga Uzai Kouhai no Hanashi,,
Senryuu Shoujo,Senryuu Shoujo,Senryu Girl,????,SPRING,2019,Comedy,Romance,Slice of Life,Shounen,CONNECT,Senryuu Shoujo,,
"Sentouin, Hakenshimasu!","Sentouin, Hakenshimasu!",Combatants Will Be Dispatched!,?????????!,SPRING,2021,Action,Adventure,Comedy,,J.C.STAFF,"Sentouin, Hakenshimasu!",,
Senyuu.,Senyuu.,Senyuu,??.,WINTER,2013,Action,Adventure,Comedy,Shounen,Ordet,Senyuu.,,
Servamp,SERVAMP,SERVAMP,SERVAMP,SUMMER,2016,Action,Supernatural,,Shoujo,Brain's Base,Servamp,,
Servant x Service,Servant x Service,Servant x Service,?????×????,SUMMER,2013,Comedy,Romance,Slice of Life,Seinen,A-1 Pictures,Servant x Service,,
Seto no Hanayome,Seto no Hanayome,My Bride is a Mermaid,?????,SPRING,2007,Comedy,Romance,,Shounen,GONZO,Seto no Hanayome,,
Sewayaki Kitsune no Senko-san,Sewayaki Kitsune no Senko-san,The Helpful Fox Senko-san,????????????,SPRING,2019,Comedy,Fantasy,Slice of Life,Seinen,Doga Kobo,Sewayaki Kitsune no Senko-san,,
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,Sexy Commando Side Story: You're Great! Masaru,??????????? ????!! ?????,WINTER,1998,Comedy,,,Shounen,Magic Bus,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,,
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Miss Shachiku and the Little Baby Ghost,????????????????,SPRING,2022,Comedy,Slice of Life,Supernatural,Shounen,project No.9,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,,
Shadows House,Shadows House,SHADOWS HOUSE,???????,SPRING,2021,Fantasy,Horror,Mystery,Seinen,CloverWorks,Shadows House,,
Shakugan no Shana,Shakugan no Shana,Shakugan no Shana,??????,FALL,2005,Action,Comedy,Drama,,J.C.STAFF,Shakugan no Shana,,
Shakunetsu Kabaddi,Shakunetsu Kabaddi,Burning Kabaddi,??????,SPRING,2021,Action,Drama,Sports,Shounen,TMS Entertainment,Shakunetsu Kabaddi,,
Shakunetsu no Takkyuu Musume,Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,??????,FALL,2016,Sports,,,Shounen,Kinema Citrus,Shakunetsu no Takkyuu Musume,,
Shaman King,Shaman King,Shaman King,????????,SUMMER,2001,Action,Adventure,Comedy,Shounen,Xebec,Shaman King,3882,
Shangri-La,Shangri-La,Shangri-la,???????,SPRING,2009,Action,Drama,Sci-Fi,,GONZO,Shangri-La,,
Shichinin no Nana,Shichinin no Nana,Nana: Seven of Seven,?????,WINTER,2002,Adventure,Comedy,Romance,Shounen,A.C.G.T.,Shichinin no Nana,,
Shigatsu wa Kimi no Uso,Shigatsu wa Kimi no Uso,Your lie in April,??????,FALL,2014,Drama,Music,Romance,Shounen,A-1 Pictures,Shigatsu wa Kimi no Uso,,
Shigurui,Shigurui,Shigurui: Death Frenzy,????,SUMMER,2007,Action,Drama,Psychological,Seinen,MADHOUSE,Shigurui,,
Shijou Saikyou no Deshi Kenichi,Shijou Saikyou no Deshi Kenichi,Kenichi: The Mightiest Disciple,??????? ????,FALL,2006,Action,Comedy,,Shounen,TMS Entertainment,Shijou Saikyou no Deshi Kenichi,,
Shiki,Shiki,Shiki,??,SUMMER,2010,Horror,Mystery,Supernatural,,Daume,Shiki,,
Shin Megami Tensei Devil Children,Shin Megami Tensei: Devil Children,Shin Megami Tensei: Devil Children,?????? ????,FALL,2000,Action,Adventure,Fantasy,,,Shin Megami Tensei Devil Children,,
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita","Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",?????????????????????????????????????????????,FALL,2021,Action,Adventure,Fantasy,,WolfsBane,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",,
Shin Taketori Monogatari: 1000-nen Joou,Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,?????1000???,SPRING,1981,Drama,Mystery,Sci-Fi,Seinen,Toei Animation,Shin Taketori Monogatari: 1000-nen Joou,,
Shingeki no Kyojin,Shingeki no Kyojin,Attack on Titan,?????,SPRING,2013,Action,Drama,Fantasy,Shounen,WIT STUDIO,Shingeki no Kyojin,,
Shingetsutan Tsukihime,Shingetsutan Tsukihime,Lunar Legend Tsukihime,??? ??,FALL,2003,Action,Horror,Mystery,,J.C.STAFF,Shingetsutan Tsukihime,,
Shinigami Bocchan to Kuro Maid,Shinigami Bocchan to Kuro Maid,The Duke of Death and His Maid,???????????,SUMMER,2021,Comedy,Drama,Romance,Shounen,J.C.STAFF,Shinigami Bocchan to Kuro Maid,,
Shinigami no Ballad.,Shinigami no Ballad.,"Momo, the Girl God of Death",??????????,SPRING,2006,Drama,Fantasy,Psychological,Shoujo,Group TAC,Shinigami no Ballad.,,
Shining Star,Shining Star, Shining Star,?????,,,Music,,,,Maro Studio,Shining Star,,
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",????~????????????~,FALL,2021,Adventure,Comedy,Fantasy,,Hotline,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,,
Shinrei Tantei Yakumo,Shinrei Tantei Yakumo,Psychic Detective Yakumo,???? ??,FALL,2010,Horror,Mystery,Romance,Shoujo,Bee Train,Shinrei Tantei Yakumo,,
Shinryaku! Ika Musume,Shinryaku! Ika Musume,Squid Girl,??!???,FALL,2010,Comedy,Slice of Life,,Shounen,diomedéa,Shinryaku! Ika Musume,,
Shinsekai yori,Shinsekai yori,From the New World,?????,FALL,2012,Drama,Horror,Mystery,,A-1 Pictures,Shinsekai yori,,
Shokei Shoujo no Virgin Road,Shokei Shoujo no Virgin Road,The Executioner and Her Way of Life,?????????(???????),SPRING,2022,Action,Adventure,Drama,,J.C.STAFF,Shokei Shoujo no Virgin Road,,
Shoujo Kakumei Utena,Shoujo Kakumei Utena,Revolutionary Girl Utena,???????,SPRING,1997,Drama,Fantasy,Mystery,Shoujo,J.C.STAFF,Shoujo Kakumei Utena,,
Shoujo Shuumatsu Ryokou,Shoujo Shuumatsu Ryokou,Girls' Last Tour,??????,FALL,2017,Adventure,Sci-Fi,Slice of Life,Seinen,WHITE FOX,Shoujo Shuumatsu Ryokou,,
Shoukoku no Altair,Shoukoku no Altair,Altair: A Record of Battles,????????,SUMMER,2017,Adventure,Drama,Fantasy,Shounen,MAPPA,Shoukoku no Altair,,
Shounen Maid,Shounen Maid,Shonen Maid,?????,SPRING,2016,Comedy,Slice of Life,,Shoujo,8-bit,Shounen Maid,,
Shounen Onmyouji,Shounen Onmyouji,Shonen Onmyoji,?????,FALL,2006,Action,Fantasy,Supernatural,,Studio DEEN,Shounen Onmyouji,,
Shouwa Genroku Rakugo Shinjuu,Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,????????,WINTER,2016,Drama,,,Josei,Studio DEEN,Shouwa Genroku Rakugo Shinjuu,,
Shugo Chara!,Shugo Chara!,Shugo Chara!,??????!,FALL,2007,Comedy,Mahou Shoujo,Romance,Shoujo,Satelight,Shugo Chara!,,
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,?????????? ??????? ?????????????,SPRING,2017,Drama,Fantasy,Mystery,,Satelight,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,,
Sidonia no Kishi,Sidonia no Kishi,Knights of Sidonia,???????,SPRING,2014,Action,Fantasy,Mecha,Seinen,POLYGON PICTURES,Sidonia no Kishi,,
Simoun,Simoun,Simoun,????,SPRING,2006,Drama,Fantasy,Romance,,Studio DEEN,Simoun,,
SKET Dance,SKET DANCE,SKET Dance,SKET DANCE,SPRING,2011,Comedy,Drama,Slice of Life,Shounen,Tatsunoko Production,SKET Dance,,
Skip Beat!,Skip Beat!,Skip Beat!,????????!,FALL,2008,Comedy,Drama,Romance,Shoujo,Hal Film Maker,Skip Beat!,,
Skip to Loafer,Skip to Loafer,Skip and Loafer,??????????,SPRING,2023,Comedy,Romance,Slice of Life,Seinen,P.A.WORKS,Skip to Loafer,,
Skull Man,SKULL MAN,The Skull Man,????? SKULL MAN,SPRING,2007,Action,Mystery,,Seinen,bones,Skull Man,,
Slam Dunk,SLAM DUNK,Slam Dunk,SLAM DUNK,FALL,1993,Comedy,Drama,Slice of Life,Shounen,Toei Animation,Slam Dunk,1858,
Slayers,Slayers,The Slayers,??????,SPRING,1995,Adventure,Comedy,Fantasy,,E&G Films,Slayers,,
Slayers Evolution-R,Slayers EVOLUTION-R,The Slayers Evolution-R,?????? EVOLUTION-R,WINTER,2009,Adventure,Comedy,Fantasy,,J.C.STAFF,Slayers Evolution-R,,
Slayers Revolution,Slayers REVOLUTION,The Slayers Revolution,?????? REVOLUTION,SUMMER,2008,Adventure,Comedy,Fantasy,,J.C.STAFF,Slayers Revolution,,
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,???????300????????????MAX???????,SPRING,2021,Adventure,Comedy,Fantasy,,REVOROOT,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",,
Slow Loop,Slow Loop,Slow Loop,??????,WINTER,2022,Slice of Life,Sports,,Seinen,CONNECT,Slow Loop,,
Slow Start,Slow Start,Slow Start,???????,WINTER,2018,Comedy,Slice of Life,,Seinen,CloverWorks,Slow Start,,
So Ra No Wo To,So Ra No Wo To,Sound of the Sky,?????????,WINTER,2010,Music,Sci-Fi,Slice of Life,,A-1 Pictures,So Ra No Wo To,,
Sola,sola, Sola,sola,SPRING,2007,Drama,Romance,Slice of Life,Seinen,Nomad,Sola,,
Somali to Mori no Kamisama,Somali to Mori no Kamisama,Somali and the Forest Spirit,????????,WINTER,2020,Adventure,Drama,Fantasy,Seinen,Satelight,Somali to Mori no Kamisama,,
Sora no Manimani,Sora no Manimani,At The Mercy of The Sky,??????,SUMMER,2009,Comedy,Romance,Slice of Life,Seinen,Studio Comet,Sora no Manimani,,
Sora yori mo Tooi Basho,Sora yori mo Tooi Basho,A Place Further Than the Universe,?????????,WINTER,2018,Adventure,Comedy,Drama,,MADHOUSE,Sora yori mo Tooi Basho,,
Soredemo Ayumu wa Yosetekuru,Soredemo Ayumu wa Yosetekuru,When Will Ayumu Make His Move?,???????????,SUMMER,2022,Comedy,Romance,Slice of Life,Shounen,SILVER LINK.,Soredemo Ayumu wa Yosetekuru,,
Soredemo Machi wa Mawatteiru,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,???????????,FALL,2010,Comedy,Slice of Life,,Seinen,Shaft,Soredemo Machi wa Mawatteiru,,
Soredemo Sekai wa Utsukushii,Soredemo Sekai wa Utsukushii,The World is Still Beautiful,??????????,SPRING,2014,Adventure,Fantasy,Romance,Shoujo,Studio Pierrot,Soredemo Sekai wa Utsukushii,,
Soul Eater,Soul Eater,Soul Eater,???????,SPRING,2008,Action,Adventure,Comedy,Shounen,bones,Soul Eater,204174,
Sosei no Akuerion,Sousei no Aquarion,Aquarion,?????????,SPRING,2005,Action,Mecha,Romance,Shounen,Satelight,Sosei no Akuerion,,#N/A
Sousei no Onmyouji,Sousei no Onmyouji,Twin Star Exorcists,??????,SPRING,2016,Action,Adventure,Comedy,Shounen,Studio Pierrot,Sousei no Onmyouji,,
Souten Kouro,Souten Kouro,Beyond the Heavens,????,SPRING,2009,Action,Adventure,,Seinen,MADHOUSE,Souten Kouro,,
Souten no Ken,Souten no Ken,Fist of the Blue Sky,????,FALL,2006,Action,,,Seinen,APPP,Souten no Ken,,
Special A,Special A,S.A: Special A,????????,SPRING,2008,Comedy,Drama,Romance,Shoujo,GONZO,Special A,,
Spiral: Suiri no Kizuna,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,????? -????-,FALL,2002,Comedy,Drama,Mystery,Shounen,J.C.STAFF,Spiral: Suiri no Kizuna,,
Spy Kyoushitsu,Spy Kyoushitsu,Spy Classroom,?????,WINTER,2023,Action,Comedy,Drama,,feel.,Spy Kyoushitsu,,
Spy x Family,SPY×FAMILY,SPY x FAMILY,SPY×FAMILY,SPRING,2022,Action,Comedy,Slice of Life,Shounen,CloverWorks,Spy x Family,,
Steins;Gate,Steins;Gate,Steins;Gate,??????????,SPRING,2011,Drama,Psychological,Sci-Fi,Seinen,WHITE FOX,Steins;Gate,,
Stella no Mahou,Stella no Mahou,Magic of Stella,???????,FALL,2016,Comedy,Slice of Life,,Seinen,SILVER LINK.,Stella no Mahou,,
Stop!! Hibari-kun!,Stop!! Hibari-kun!, Stop!! Hibari-kun!,????!!?????!,SPRING,1983,Comedy,,,Shounen,Toei Animation,Stop!! Hibari-kun!,,
Sugar Apple Fairy Tale,Sugar Apple Fairy Tale,Sugar Apple Fairy Tale,?????????????????,WINTER,2023,Adventure,Fantasy,Romance,Shoujo,J.C.STAFF,Sugar Apple Fairy Tale,,
Sugar Sugar Rune,Sugar Sugar Rune, Sugar Sugar Rune,?????????,SUMMER,2005,Adventure,Comedy,Drama,Shoujo,Studio Pierrot,Sugar Sugar Rune,,
Suisei no Gargantia,Suisei no Gargantia,Gargantia on the Verdurous Planet,??????????,SPRING,2013,Action,Adventure,Mecha,,Production I.G,Suisei no Gargantia,,
Suki na Ko ga Megane wo Wasureta,Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,????????????,SUMMER,2023,Comedy,Romance,,Shounen,GoHands,Suki na Ko ga Megane wo Wasureta,,
Suki tte Ii na yo.,Sukitte Ii na yo. Specials,"Say ""I love you"". Specials",?????????,WINTER,2013,Romance,,,Shoujo,,Suki tte Ii na yo.,,
Summertime Render,Summer Time Render,Summer Time Rendering,?????????,SPRING,2022,Action,Drama,Mystery,Shounen,OLM,Summertime Render,,
Sumomomo Momomo: Chijou Saikyou no Yome,Sumomomo Momomo: Chijou Saikyou no Yome,Sumomomo Momomo: The Strongest Bride on Earth,????????????????,FALL,2006,Action,Comedy,Romance,Seinen,,Sumomomo Momomo: Chijou Saikyou no Yome,,
Sunabouzu,Sunabouzu,Desert Punk,????,FALL,2004,Action,Adventure,Comedy,Shounen,GONZO,Sunabouzu,,
Super Cub,Super Cub,Super Cub,??????,SPRING,2021,Slice of Life,,,,Studio KAI,Super Cub,,
Super Lovers,Super Lovers,SUPER LOVERS,?????????,SPRING,2016,Comedy,Drama,Romance,,Studio DEEN,Super Lovers,,
Suzuka,Suzuka,Suzuka,??,SUMMER,2005,Drama,Romance,Sports,Shounen,Studio Comet,Suzuka,,
Suzumiya Haruhi no Yuuutsu,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,????????,SPRING,2006,Comedy,Mystery,Sci-Fi,,Kyoto Animation,Suzumiya Haruhi no Yuuutsu,,
Sweet Valerian,Sweet Valerian, Sweet Valerian,????????????,SUMMER,2004,Action,Comedy,Mahou Shoujo,,MADHOUSE,Sweet Valerian,,
Sword Art Online,Sword Art Online,Sword Art Online,????????????,SUMMER,2012,Action,Adventure,Fantasy,,A-1 Pictures,Sword Art Online,,
Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,???????????? ??????? ???????????,SPRING,2018,Action,Sci-Fi,,,Studio 3Hz,Sword Art Online Alternative: Gun Gale Online,,
Tactics,tactics, Tactics,tactics,FALL,2004,Comedy,Drama,Fantasy,Shoujo,Studio DEEN,Tactics,,
Taishou Otome Otogibanashi,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,????????,FALL,2021,Comedy,Drama,Romance,Shounen,SynergySP,Taishou Otome Otogibanashi,,
Tales of the Abyss,Tales of the Abyss,Tales of the Abyss,???? ?? ? ???,FALL,2008,Adventure,Drama,Fantasy,,Sunrise,Tales of the Abyss,,
Tamako Market,Tamako Market,Tamako Market,????????,WINTER,2013,Comedy,Slice of Life,,,Kyoto Animation,Tamako Market,,
Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,????????????,SPRING,2016,Comedy,Slice of Life,,Shounen,SILVER LINK.,Tanaka-kun wa Itsumo Kedaruge,,
Tantei Gakuen Q,Tantei Gakuen Q,Detective School Q,????Q,SPRING,2003,Comedy,Drama,Mystery,Shounen,Studio Pierrot,Tantei Gakuen Q,,
"Tantei wa Mou, Shindeiru.","Tantei wa mou, Shindeiru.",The Detective Is Already Dead,????????????,SUMMER,2021,Comedy,Drama,Mystery,,ENGI,"Tantei wa Mou, Shindeiru.",,
